"id","latitude","longitude","name","docks"
3322,"40.668603","-73.990439","12 St & 4 Ave",24
3323,"40.798186","-73.960591","W 106 St & Central Park West",59
3324,"40.668546","-73.993333","3 Ave & 14 St",24
3325,"40.784903","-73.950503","E 95 St & 3 Ave",31
3326,"40.67434","-74.001947","Clinton St & Centre St",21
3327,"40.787721","-73.947283","3 Ave & E 100 St",27
3328,"40.795","-73.9645","W 100 St & Manhattan Ave",39
3329,"40.682915","-73.993182","Degraw St & Smith St",27
3330,"40.672506","-74.004947","Henry St & Bay St",19
3331,"40.801343","-73.971146","Riverside Dr & W 104 St",39
3332,"40.68199","-73.99079","Degraw St & Hoyt St",19
3333,"40.674706","-74.007557","Columbia St & Lorraine St",21
3335,"40.677274","-73.98282","Union St & 4 Ave",27
3336,"40.787801","-73.953559","E 97 St & Madison Ave",41
3337,"40.673636","-74.011956","Dwight St & Van Dyke St",23
3338,"40.786259","-73.945526","2 Ave & E 99 St",31
3339,"40.67653","-73.978469","Berkeley Pl & 6 Ave",23
3340,"40.675327","-74.01007","Wolcott St & Dwight St",21
3341,"40.795346","-73.96186","Central Park West & W 102 St",41
3342,"40.677775","-74.009461","Pioneer St & Richards St",23
3343,"40.799757","-73.962113","W 107 St & Columbus Ave",23
3344,"40.679043","-74.011169","Pioneer St & Van Brunt St",18
3345,"40.789485","-73.952429","Madison Ave & E 99 St",34
3346,"40.675147","-73.975232","Berkeley Pl & 7 Ave",29
3347,"40.677343","-74.012751","Van Brunt St & Wolcott St",21
3348,"40.677236","-74.015665","Coffey St & Conover St",19
3349,"40.672968","-73.97088","Grand Army Plaza & Plaza St West",30
3350,"40.797372","-73.970412","W 100 St & Broadway",39
3351,"40.786995","-73.941648","E 102 St & 1 Ave",23
3352,"40.672672","-74.008795","Sigourney St & Columbia St",21
3354,"40.668132","-73.973638","3 St & Prospect Park West",31
3355,"40.768009","-73.968453","E 66 St & Madison Ave",25
3356,"40.774667","-73.984706","Amsterdam Ave & W 66 St",21
3357,"40.800836","-73.966449","W 106 St & Amsterdam Ave",35
3358,"40.671198","-73.974841","Garfield Pl & 8 Ave",25
3359,"40.769157","-73.967035","E 68 St & Madison Ave",41
3360,"40.782939","-73.978652","Amsterdam Ave & W 79 St",23
3361,"40.674089","-73.978728","Carroll St & 6 Ave",22
3362,"40.778131","-73.960694","Madison Ave & E 82 St",34
3363,"40.790483","-73.950331","E 102 St & Park Ave",33
3364,"40.675162","-73.981483","Carroll St & 5 Ave",26
3365,"40.670384","-73.978397","3 St & 7 Ave",27
3366,"40.802117","-73.968181","West End Ave & W 107 St",30
3367,"40.792255","-73.952499","5 Ave & E 103 St",38
3368,"40.672816","-73.983524","5 Ave & 3 St",28
3369,"40.772461","-73.946821","E 82 St & East End Ave",28
3370,"40.772797","-73.955778","E 78 St & 2 Ave",25
3372,"40.768974","-73.954823","E 74 St & 1 Ave",39
3373,"40.675071","-73.987752","3 St & 3 Ave",27
3374,"40.799484","-73.955613","Central Park North & Adam Clayton Powell Blvd",36
3375,"40.769943","-73.960607","3 Ave & E 72 St",35
3376,"40.764719","-73.962221","E 65 St & 2 Ave",38
3377,"40.678612","-73.990373","Carroll St & Bond St",25
3378,"40.773763","-73.962221","E 76 St & Park Ave",28
3379,"40.790305","-73.947558","E 103 St & Lexington Ave",32
3381,"40.677729","-73.993641","3 St & Hoyt St",21
3382,"40.680611","-73.994758","Carroll St & Smith St",30
3383,"40.804213","-73.966991","Cathedral Pkwy & Broadway",25
3384,"40.678724","-73.995991","Smith St & 3 St",25
3386,"40.680959","-73.999057","1 Pl & Clinton St",27
3387,"40.793434","-73.94945","E 106 St & Madison Ave",25
3388,"40.6828","-73.999904","President St & Henry St",23
3389,"40.683046","-74.003486","Carroll St & Columbia St",27
3390,"40.793297","-73.943208","E 109 St & 3 Ave",23
3391,"40.789253","-73.939562","E 106 St & 1 Ave",25
3392,"40.681212","-74.008609","Commerce St & Van Brunt St",19
3393,"40.679433","-74.00785","Richards St & Delavan St",19
3394,"40.676999","-74.006471","Columbia St & W 9 St",21
3395,"40.676374","-74.00325","Henry St & W 9 St",19
3396,"40.678356","-74.000145","Clinton St & 4 Place",25
3397,"40.676395","-73.998699","Court St & Nelson St",25
3398,"40.674696","-73.997858","Smith St & 9 St",23
3399,"40.672603","-73.98983","7 St & 3 Ave",24
3400,"40.796154","-73.947821","E 110 St & Madison Ave",24
3402,"40.690238","-73.992031","Court St & State St",23
3403,"40.670514","-73.988766","4 Ave & 9 St",31
3404,"40.670492","-73.985417","7 St & 5 Ave",26
3405,"40.670484","-73.98209","5 St & 6 Ave",23
3407,"40.679098","-73.987655","Union St & Nevins St",23
3408,"40.688153","-73.995209","Congress St & Clinton St",27
3409,"40.686744","-73.990632","Bergen St & Smith St",35
3410,"40.686444","-73.987591","Dean St & Hoyt St",30
3411,"40.684967","-73.986208","Bond St & Bergen St",27
3412,"40.685376","-73.983021","Pacific St & Nevins St",18
3414,"40.680945","-73.975673","Bergen St & Flatbush Ave",30
3415,"40.679331","-73.975195","Prospect Pl & 6 Ave",25
3416,"40.677615","-73.973243","7 Ave & Park Pl",23
3417,"40.679577","-73.97855","Baltic St & 5 Ave",27
3418,"40.675021","-73.971115","Plaza St West & Flatbush Ave",33
3419,"40.679279","-73.98154","Douglass St & 4 Ave",27
3420,"40.680213","-73.984327","Douglass St & 3 Ave",21
3422,"40.68593","-74.002424","Columbia St & Degraw St",21
3423,"40.661063","-73.979453","West Drive & Prospect Park West",29
3424,"40.791976","-73.945993","E 106 St & Lexington Ave",26
3425,"40.789211","-73.943708","2 Ave & E 104 St",33
3429,"40.685068","-73.977908","Hanson Pl & Ashland Pl",39
3430,"40.719079","-73.942237","Richardson St & N Henry St",25
3435,"40.718822","-73.99596","Grand St & Elizabeth St",43
3437,"40.793135","-73.977004","Riverside Dr & W 91 St",39
3440,"40.692418","-73.989495","Fulton St & Adams St",43
3443,"40.76133","-73.97982","W 52 St & 6 Ave",40
3452,"40.719156","-73.948854","Bayard St & Leonard St",43
3453,"40.713352","-73.949103","Devoe St & Lorimer St",18
3454,"40.710369","-73.94706","Leonard St & Maujer St",24
3456,"40.71638","-73.948213","Jackson St & Leonard St",22
3457,"40.763026","-73.972095","E 58 St & Madison Ave",45
3461,"40.714852","-74.011223","Murray St & Greenwich St",33
3463,"40.735367","-73.987974","E 16 St & Irving Pl",35
3467,"40.724947","-74.001659","W Broadway & Spring St",44
3469,"40.731814","-73.95995","India St & West St",23
3472,"40.742754","-74.007474","W 15 St & 10 Ave",39
3477,"40.6554","-74.010628","39 St & 2 Ave",33
3478,"40.657089","-74.008702","2 Ave & 36 St",43
3481,"40.71649","-74.04105","York St",22
3483,"40.71942","-74.05099","Montgomery St",14
3486,"40.688417","-73.984517","Schermerhorn St & Bond St",30
3490,"40.796879","-73.937261","E 116 St & 2 Ave",30
3491,"40.79747","-73.93504","E 118 St & 1 Ave",23
3492,"40.800539","-73.941995","E 118 St & Park Ave",27
3493,"40.799139","-73.938915","E 118 St & 3 Ave",31
3494,"40.797911","-73.9423","E 115 St & Lexington Ave",24
3495,"40.794566","-73.936254","E 114 St & 1 Ave",25
3496,"40.792327","-73.9383","1 Ave & E 110 St",25
3497,"40.794988","-73.933335","Pleasant Ave & E 116 St",23
3498,"40.797477","-73.931185","Pleasant Ave & E 120 St",21
3499,"40.800672","-73.9349","2 Ave & E 122 St",24
3500,"40.798945","-73.944846","E 115 St & Madison Ave",30
3501,"40.801487","-73.944251","E 118 St & Madison Ave",29
3502,"40.795412","-73.944123","Lexington Ave & E 111 St",29
3503,"40.80295","-73.942954","Madison Ave & E 120 St",30
3504,"40.802926","-73.9379","E 123 St & Lexington Ave",27
3505,"40.805726","-73.936322","Lexington Ave & E 127 St",33
3506,"40.801307","-73.939817","Lexington Ave & E 120 St",28
3507,"40.804556","-73.939686","Park Ave & E 124 St",36
3508,"40.809725","-73.953149","St Nicholas Ave & Manhattan Ave",31
3509,"40.801194","-73.950074","Lenox Ave & W 115 St",30
3510,"40.807832","-73.949373","Adam Clayton Powell Blvd & W 123 St",30
3511,"40.802535","-73.953242","Adam Clayton Powell Blvd & W 115 St",22
3513,"40.774645","-73.923706","21 St & Hoyt Ave S",21
3514,"40.7767","-73.927631","Astoria Park S & Shore Blvd",23
3515,"40.774591","-73.918544","24 Ave & 26 St",19
3516,"40.769918","-73.918406","31 St & Astoria Blvd",31
3517,"40.771153","-73.917007","31 St & Hoyt Ave N",35
3518,"40.808442","-73.945209","Lenox Ave & W 126 St",34
3520,"40.804372","-73.951475","Adam Clayton Powell Blvd & W 118 St",27
3521,"40.798786","-73.9523","Lenox Ave & W 111 St",36
3522,"40.770148","-73.912094","37 St & 24 Ave",19
3523,"40.7729","-73.916142","24 Ave & 29 St",25
3524,"40.777455","-73.92254","19 St & 24 Ave",23
3525,"40.776165","-73.915318","23 Ave & 27 St",21
3526,"40.774788","-73.912555","31 St & 23 Ave",27
3527,"40.80698","-73.941747","5 Ave & E 126 St",27
3528,"40.771394","-73.907744","Steinway St & 23 Ave",20
3529,"40.810792","-73.943068","Lenox Ave & W 130 St",25
3530,"40.778719","-73.914565","Crescent St & Ditmars Blvd",19
3531,"40.812551","-73.949229","Frederick Douglass Blvd & W 129 St",27
3532,"40.78145","-73.91833","Ditmars Blvd & 19 St",27
3533,"40.811432","-73.951878","St. Nicholas Ave & W 126 St",33
3534,"40.805159","-73.954692","Frederick Douglass Blvd & W 117 St",38
3535,"40.804038","-73.945925","Mt Morris Park W & W 120 St",27
3536,"40.8082","-73.9641","W 116 St & Broadway",43
3537,"40.680974","-73.97101","Carlton Ave & Dean St",29
3538,"40.802692","-73.96295","W 110 St & Amsterdam Ave",45
3539,"40.806758","-73.960708","W 116 St & Amsterdam Ave",43
3540,"40.81","-73.955151","Morningside Ave & W 123 St",35
3541,"40.813358","-73.956461","Amsterdam Ave & W 125 St",39
3542,"40.808625","-73.959621","Amsterdam Ave & W 119 St",29
3543,"40.810285","-73.957365","Morningside Dr & Amsterdam Ave",35
3544,"40.680484","-73.96468","Underhill Ave & Pacific St",27
3545,"40.812056","-73.961255","Broadway & W 122 St",33
3546,"40.679194","-73.95879","Pacific St & Classon Ave",20
3547,"40.814326","-73.959026","Broadway & Moylan Pl",41
3549,"40.678045","-73.962408","Grand Ave & Bergen St",25
3551,"40.795508","-73.941606","3 Ave & E 112 St",23
3552,"40.805973","-73.964928","W 113 St & Broadway",39
3553,"40.801694","-73.957145","Frederick Douglass Blvd & W 112 St",37
3554,"40.755243","-73.948568","Vernon Blvd & 41 Rd",27
3555,"40.751047","-73.93797","28 St & 41 Ave",26
3557,"40.75742","-73.945133","40 Ave & 9 St",19
3558,"40.679439","-73.968044","Bergen St & Vanderbilt Ave",26
3559,"40.757631","-73.939122","21 St & 38 Ave",19
3561,"40.753111","-73.927992","37 Ave & 35 St",26
3562,"40.67652","-73.959608","Classon Ave & St Marks Ave",27
3563,"40.757186","-73.932719","28 St & 36 Ave",29
3564,"40.760185","-73.936273","21 St & 36 Ave",19
3565,"40.761438","-73.941127","36 Ave & 10 St",19
3566,"40.759628","-73.932146","Crescent St & 35 Ave",25
3567,"40.762744","-73.939114","11 St & 35 Ave",19
3568,"40.756933","-73.926223","34 St & 35 Ave",21
3569,"40.675832","-73.956168","Franklin Ave & St Marks Ave",29
3570,"40.755733","-73.923661","35 Ave & 37 St",31
3571,"40.676368","-73.952918","Bedford Ave & Bergen St",24
3572,"40.756913","-73.921631","34 Ave & 38 St",33
3573,"40.758058","-73.924275","35 St & 34 Ave",24
3574,"40.676969","-73.96579","Prospect Pl & Underhill Ave",23
3575,"40.76108","-73.930562","Crescent St & 34 Ave",19
3576,"40.6767","-73.969024","Park Pl & Vanderbilt Ave",26
3577,"40.762814","-73.934286","34 Ave & 21 St",23
3578,"40.674181","-73.956495","Park Pl & Franklin Ave",21
3579,"40.672695","-73.954131","Sterling Pl & Bedford Ave",25
3580,"40.673724","-73.963161","St Johns Pl & Washington Ave",30
3581,"40.674012","-73.967146","Underhill Ave & Lincoln Pl",27
3582,"40.672168","-73.9609","Lincoln Pl & Classon Ave",28
3583,"40.671649","-73.963115","Eastern Pkwy & Washington Ave",30
3584,"40.670777","-73.95768","Eastern Pkwy & Franklin Ave",41
3585,"40.669178","-73.955416","Union St & Bedford Ave",24
3586,"40.763875","-73.936485","34 Ave & 13 St",19
3587,"40.668674","-73.961815","Carroll St & Washington Ave",27
3588,"40.767186","-73.937355","Vernon Blvd & 10 St",21
3589,"40.7668","-73.934777","Broadway & 12 St",19
3590,"40.667941","-73.9588","Carroll St & Franklin Ave",19
3591,"40.7659","-73.930819","21 St & 31 Dr",21
3592,"40.763359","-73.928647","Crescent St & Broadway",19
3593,"40.761584","-73.925921","31 St & Broadway",35
3595,"40.760339","-73.922243","35 St & Broadway",18
3596,"40.664241","-73.957469","Sullivan Pl & Bedford Ave",19
3597,"40.757728","-73.916637","43 St & Broadway",25
3598,"40.75957","-73.914268","Newton Rd & 44 St",19
3599,"40.66314","-73.96057","Franklin Ave & Empire Blvd",27
3600,"40.761149","-73.917007","31 Ave & Steinway St",27
3601,"40.662706","-73.956912","Sterling St & Bedford Ave",19
3602,"40.763154","-73.920827","31 Ave & 34 St",23
3603,"40.7647","-73.924031","31 Ave & 30 St",21
3604,"40.663062","-73.953875","Rogers Ave & Sterling St",16
3605,"40.765835","-73.926547","31 Ave & Crescent St",20
3606,"40.74252","-73.948852","49 Ave & 21 St",21
3607,"40.7682","-73.932266","31 Ave & 14 St",19
3608,"40.742374","-73.9566","5 St & 51 Ave",21
3609,"40.769248","-73.93545","Vernon Blvd & 31 Ave",22
3610,"40.770845","-73.934171","Vernon Blvd & 30 Rd",25
3611,"40.744907","-73.953457","Vernon Blvd & 47 Rd",31
3612,"40.770374","-73.928608","30 Ave & 21 St",15
3613,"40.745038","-73.957539","Center Blvd & 48 Ave",27
3614,"40.768692","-73.924957","Crescent St & 30 Ave",23
3615,"40.748","-73.946093","44 Dr & 21 St",21
3616,"40.765625","-73.91367","Steinway St & 28 Ave",25
3617,"40.7671","-73.916986","28 Ave & 35 St",27
3618,"40.7485","-73.941275","27 St & Hunter St",25
3619,"40.771362","-73.924615","Newtown Ave & 23 St",19
3620,"40.751907","-73.947912","11 St & 43 Ave",23
3621,"40.773983","-73.930913","27 Ave & 9 St",19
3622,"40.80756","-73.939182","E 128 St & Madison Ave",23
3623,"40.810949","-73.9634","W 120 St & Claremont Ave",39
3628,"40.802557","-73.949078","Lenox Ave & W 117 St",28
3629,"40.809495","-73.947765","Adam Clayton Powell Blvd & W 126 St",33
3630,"40.803865","-73.955931","Frederick Douglass Blvd & W 115 St",33
3637,"40.683239","-73.965996","Fulton St & Waverly Ave",31
3638,"40.724294","-74.035483","Washington St",17
3639,"40.719252","-74.034234","Harborside",30
3640,"40.73367","-74.0625","Journal Square",18
3641,"40.742869","-73.989186","Broadway & W 25 St",54
3646,"40.763155","-73.939855","35 Ave & 10 St",16
3647,"40.741283","-73.937259","48 Ave & 30 Pl",23
3648,"40.69795","-73.970776","Flushing Ave & Vanderbilt Ave",23
3649,"40.814394","-73.953247","W 129 St & Convent Ave",29
3654,"40.75187","-73.933493","31 St & Northern Blvd",35
3656,"40.723077","-73.985836","E 2 St & Avenue A",46
3658,"40.743534","-74.003676","W 18 St & 9 Ave",27
3661,"40.666439","-73.960556","Montgomery St & Franklin Ave",18
3664,"40.720195","-74.010301","North Moore St & Greenwich St",29
3668,"40.723957","-73.949844","Leonard St & Nassau Ave",26
3671,"40.774779","-73.954275","E 81 St & 2 Ave",37
3673,"40.677592","-73.955637","Dean St & Franklin Ave",20
3674,"40.701403","-73.986727","Jay St & York St",27
3676,"40.675833","-74.014726","Van Brunt St & Van Dyke St",24
3677,"40.727551","-74.071061","Glenwood Ave",18
3678,"40.725726","-74.071959","Fairmount Ave",18
3679,"40.722104","-74.071455","Bergen Ave",14
3680,"40.754121","-73.980252","E 43 St & 5 Ave",54
3681,"40.715178","-74.037683","Grand St",17
3686,"40.739448","-74.00507","Gansevoort St & Hudson St",39
3687,"40.743227","-73.974498","E 33 St & 1 Ave",57
3689,"40.799041","-73.966495","W 104 St & Amsterdam Ave",47
3690,"40.713342","-74.009355","Park Pl & Church St",36
3691,"40.764089","-73.910651","28 Ave & 44 St",19
3693,"40.722482","-73.959219","N 11 St & Kent Ave",27
3694,"40.71113","-74.0789","Jackson Square",18
3697,"40.77516","-73.989187","W 64 St & Thelonious Monk Circle",41
3699,"40.763605","-73.98918","W 50 St & 9 Ave",30
3704,"40.743752","-73.941765","47 Ave & Skillman Ave",19
3707,"40.741459","-73.983293","Lexington Ave & E 26 St",55
3708,"40.735445","-73.99431","W 13 St & 5 Ave",29
3709,"40.738046","-73.99643","W 15 St & 6 Ave",49
3711,"40.729667","-73.98068","E 13 St & Avenue A",46
3712,"40.754692","-73.997402","W 35 St & Dyer Ave",41
3714,"40.706842","-73.954435","Division Ave & Hooper St",61
3715,"40.71817","-73.955201","Driggs Ave & N 9 St",31
3716,"40.753599","-73.937956","40 Ave & Crescent St",23
3718,"40.727464","-73.979504","E 11 St & Avenue B",46
3720,"40.684617","-73.987213","Wyckoff St & Bond St",23
3721,"40.767549","-73.920933","31 St & Newtown Ave",35
3723,"40.695317","-73.990157","Cadman Plaza E & Johnson St",30
3724,"40.766741","-73.979069","7 Ave & Central Park South",39
3725,"40.768762","-73.958408","2 Ave & E 72 St",41
3726,"40.743366","-73.959607","Center Blvd & 51 Ave",20
3727,"40.717662","-73.9488","Frost St & Meeker Ave",38
3728,"40.695357","-73.99344","Pierrepont St & Monroe Pl",21
3731,"40.758397","-73.98255","W 47 St & 6 Ave",46
3733,"40.730563","-73.973984","Avenue C & E 18 St",46
3734,"40.759125","-73.962658","E 58 St & 1 Ave (NW Corner)",49
3735,"40.752694","-74.002353","W 30 St & 10 Ave",36
3736,"40.727243","-73.976831","E 12 St & Ave C",41
3737,"40.720747","-73.986274","Stanton St & Norfolk St",35
3738,"40.719383","-73.991479","Delancey St & Eldridge St",31
3739,"40.735918","-74.000939","Perry St & Greenwich Ave",37
3740,"40.726378","-74.000472","W Broadway & W Houston St",34
3744,"40.725864","-73.986389","1 Ave & E 5 St",49
3745,"40.756513","-73.929575","36 Ave & 31 St",27
3746,"40.724308","-74.00473","6 Ave & Broome St",47
3749,"40.747574","-73.978801","Lexington Ave & E 36 St",23
3755,"40.690648","-73.957462","DeKalb Ave & Franklin Ave",19
3756,"40.704508","-73.9351","White St & Moore St",21
3757,"40.710681","-73.93372","Stagg St & Morgan Ave",23
3758,"40.702997","-73.92997","George St & Wilson Ave",19
3759,"40.70538","-73.92535","Irving Ave & Jefferson St",19
3760,"40.705614","-73.92153","Willoughby Ave & Wyckoff Ave",23
3761,"40.697842","-73.926241","Cedar St & Myrtle Ave",27
3762,"40.677027","-73.9865","3 Ave & Carroll St",27
3763,"40.707165","-73.923711","Wyckoff Av & Jefferson St",27
3764,"40.705517","-73.93936","Bushwick Ave & McKibbin St",21
3765,"40.709897","-73.94008","Bushwick Ave & Stagg St",21
3766,"40.715353","-73.93856","Sharon St & Olive St",24
3767,"40.71323","-73.93894","Powers St & Olive St",19
3768,"40.71019","-73.93734","Waterbury St & Stagg St",23
3769,"40.707174","-73.93581","White St & Johnson Ave",23
3770,"40.702831","-73.9333","Central Ave & Flushing Ave",21
3771,"40.706237","-73.933871","McKibbin St & Bogart St",30
3772,"40.713811","-73.93515","Devoe St & Morgan Ave",19
3773,"40.70539","-73.92976","Knickerbocker Ave & Thames St",20
3774,"40.704425","-73.92836","Knickerbocker Ave & George St",23
3775,"40.702013","-73.923769","Suydam St & Knickerbocker Ave",27
3776,"40.700003","-73.92834","Central Ave & Starr Street",23
3777,"40.699304","-73.923044","Stockholm St & Wilson Ave",23
3778,"40.7027","-73.92095","Irving Ave & DeKalb Ave",27
3779,"40.704876","-73.919911","Hart St & Wyckoff Ave",24
3780,"40.703545","-73.917775","Wyckoff Av & Stanhope St",22
3781,"40.698568","-73.918877","Greene Av & Myrtle Av",30
3782,"40.698458","-73.997178","Brooklyn Bridge Park - Pier 2",29
3783,"40.70838","-74.00495","Cliff St & Fulton St",35
3785,"40.75492","-73.98455","W 42 St & 6 Ave",37
3786,"40.714193","-73.996732","Division St & Bowery",48
3787,"40.69985","-73.97141","Dock 72 Way & Market St",22
3789,"40.68186","-73.959432","Fulton St & Irving Pl",30
3790,"40.7003","-73.991581","Henry St & Middagh St",37
3791,"40.735208","-74.046964","Hoboken Ave at Monmouth St",32
3792,"40.71687","-74.03281","Columbus Dr at Exchange Pl",29
3795,"40.671907","-73.993612","10 St & 2 Ave",19
3798,"40.752269","-73.982079","W 40 St & 5 Ave",54
3799,"40.74964","-73.98805","6 Ave & W 34 St",67
3803,"40.665816","-73.956934","Bedford Ave & Montgomery St",27
3804,"40.702461","-73.986842","Front St & Jay St",24
3808,"40.752474","-73.939991","24 St & 41 Ave",19
3809,"40.763189","-73.978434","W 55 St & 6 Ave",53
3811,"40.77485","-73.9342","27 Ave & 3 St",19
3812,"40.734814","-73.992085","University Pl & E 14 St",49
3814,"40.761573","-73.972628","E 56 St & Madison Ave",23
3815,"40.755293","-73.967641","E 51 St & 2 Ave",40
3816,"40.71429","-73.93323","Metropolitan Ave & Vandervoort Ave",24
3817,"40.71773","-73.94051","Withers St & Kingsland Ave",18
3818,"40.72984","-73.94839","Calyer St & Jewel St",40
3819,"40.73396","-73.95204","Green St & McGuinness Blvd",20
3820,"40.69757","-73.93098","Willoughby Ave & Myrtle Ave",19
3821,"40.70106","-73.93318","Evergreen Ave & Noll St",24
3822,"40.70076","-73.93641","Bushwick Ave & Forrest St",20
3823,"40.70099","-73.93921","Beaver St & Fayette St",30
3824,"40.6786","-73.90369","Van Sinderen Ave & Truxton St",23
3825,"40.68139","-73.90756","Broadway & Furman Ave",29
3826,"40.68458","-73.90925","Moffat St & Bushwick",18
3827,"40.68565","-73.91564","Halsey St & Broadway",20
3828,"40.68652","-73.91321","Eldert St & Bushwick Ave",22
3829,"40.6882","-73.90798","Central Ave & Decatur St",24
3830,"40.68858","-73.91227","Halsey St & Evergreen Ave",22
3831,"40.68663","-73.9168","Broadway & Hancock St",34
3832,"40.69055","-73.91181","Central Ave & Weirfield St",21
3833,"40.69122","-73.91693","Madison St & Evergreen Ave",18
3834,"40.69467","-73.90663","Irving Ave & Halsey St",19
3835,"40.69385","-73.90974","Knickerbocker Ave & Hancock St",22
3836,"40.69146","-73.92146","Bushwick Ave & Linden St",29
3837,"40.69329","-73.92852","Broadway & Kosciuszko St",29
3838,"40.69356","-73.92524","Bushwick Ave & Harman St",25
3839,"40.69545","-73.91164","Putnam Ave & Knickerbocker Ave",29
3840,"40.69811","-73.90904","Putnam Ave & Wyckoff Ave",24
3841,"40.69543","-73.9196","Menahan St & Central Ave",25
3842,"40.69502","-73.92825","Bushwick Ave & Dekalb Ave",29
3843,"40.69905","-73.91516","Myrtle Ave & Grove St",22
3844,"40.69943","-73.91337","Myrtle Ave & Linden St",25
3845,"40.70108","-73.9179","Irving Ave & Harman St",21
3846,"40.69676","-73.92302","Central Ave & Himrod St",25
3847,"40.69671","-73.92807","Cedar St & Evergreen Ave",25
3848,"40.69544","-73.93223","Suydam St & Broadway",32
3849,"40.70636","-73.91945","Suydam St & St. Nicholas Ave",17
3850,"40.70907","-73.92157","Jefferson St & Cypress Ave",25
3851,"40.71401","-73.92793","Metropolitan Ave & Stewart Ave",20
3852,"40.70869","-73.92587","Stewart Ave & Johnson Ave",17
3853,"40.70686","-73.92851","Harrison Pl & Porter Ave",20
3854,"40.716657","-73.93637","Morgan Ave & Maspeth Ave",25
3855,"40.71882","-73.93948","Frost St & Debevoise Ave",22
3856,"40.72577","-73.94173","Kingsland Ave & Nassau Ave",25
3857,"40.72158","-73.94546","Engert Ave & McGuinness Blvd",19
3858,"40.73124","-73.95161","Kent St & McGuinness Blvd",20
3859,"40.72795","-73.95414","Lorimer St & Calyer St",20
3860,"40.70166","-73.92754","Wilson Ave & Troutman St",26
3861,"40.70113","-73.91422","Menahan St & Wyckoff Ave",20
3862,"40.69714","-73.91566","Linden St & Knickerbocker Ave",18
3863,"40.69296","-73.91605","Central Ave & Woodbine St",18
3864,"40.68929","-73.90951","Central Ave & Covert St",30
3865,"40.69081","-73.90448","Knickerbocker Ave & Cooper St",24
3866,"40.68906","-73.90506","Wilson Ave & Moffat St",32
3867,"40.67945","-73.90474","Somers St & Broadway",29
3868,"40.693","-73.90824","Knickerbocker Ave & Halsey St",19
3869,"40.692","-73.92617","Van Buren St & Broadway",24
3870,"40.697481","-73.935877","Melrose St & Broadway",20
3871,"40.68281","-73.90623","Bushwick Ave & Furman Ave",30
3872,"40.6972","-73.90674","Hancock St & Wyckoff Ave",19
3873,"40.70068","-73.90742","Madison St & Cypress Ave",17
3874,"40.70461","-73.91054","Menahan St & Seneca Ave",16
3875,"40.6988","-73.9007","Stephen St & Seneca Ave",15
3876,"40.69922","-73.89795","Forest Ave & Summerfield St",23
3877,"40.70555","-73.90245","Madison St & Forest Ave",25
3878,"40.69812","-73.90271","Cypress Ave & George St",19
3879,"40.68822","-73.91966","Broadway & Madison St",25
3880,"40.7098","-73.91727","Willoughby Ave & Onderdonk Ave",27
3881,"40.818299","-73.960405","12 Ave & W 125 St",39
3882,"40.69517","-73.90311","Norman St & Wyckoff Ave",15
3883,"40.70577","-73.91292","Harman St & Seneca Ave",18
3884,"40.69969","-73.9022","Centre St & Seneca Ave",23
3885,"40.70413","-73.90737","Onderdonk Ave & Gates Ave",19
3886,"40.70553","-73.9096","Menahan St & Onderdonk Ave",20
3887,"40.71246","-73.91873","Flushing Ave & Woodward Ave",20
3888,"40.70793","-73.91092","Woodward Ave & Harman St",19
3890,"40.69047","-73.923511","Grove St & Broadway",31
3891,"40.698","-73.9127","Irving Ave & Palmetto St",20
3892,"40.75473","-73.93367","38 Ave & 29 St",19
3893,"40.6832","-73.911666","Rockaway Ave & Bainbridge St",23
3895,"40.701573","-73.908763","Cypress Ave & Palmetto St",24
3896,"40.70183","-73.90625","Madison St & Seneca Ave",22
3897,"40.70863","-73.91497","Onderdonk Ave & Dekalb Ave",17
3898,"40.763954","-73.9646","E 63 St & 3 Ave",57
3899,"40.72084","-73.94844","Manhattan Av & Leonard St",18
3900,"40.72226","-73.93889","Morgan Ave & Lombardy St",30
3901,"40.70998","-73.91116","Stanhope St & Fairview Ave",17
3902,"40.70694","-73.90632","Fairview Ave & Linden St",19
3903,"40.68989","-73.91458","Jefferson Ave & Evergreen Ave",17
3905,"40.732647","-73.99011","4 Ave & E 12 St",23
3907,"40.70112","-73.93039","Central Ave & Melrose St",17
3909,"40.70408","-73.90408","Madison St & Woodward Ave",20
3910,"40.709697","-73.907856","Greene Ave & Grandview Ave",17
3911,"40.683426","-73.984275","Wyckoff St & Nevins St",22
3913,"40.699569","-73.979827","Sands St Gate",18
3914,"40.783786","-73.981687","West End Ave & W 78 St",37
3916,"40.708485","-74.002751","Pearl St & Peck Slip",45
3917,"40.69178","-73.97877","Willoughby St & Ashland Pl",31
3918,"40.72387","-73.975767","Avenue D & E 8 St",30
